  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code
18,     P-168,   2017/01/20 18:49:58,           1-01,17,-20.695,-160.769,18664,0,1,                                        ,                                        ,                 H2O,1484963704,0.19,0.374,68.145,0,0.002,1.608,81.427,41.416,0.997,58.604,0.868,-0.275,0,0,0,49.188,1,1,2, DGK Test1,0
19,     P-168,   2017/01/20 18:58:55,           1-01,18,-20.692,-160.838,18533,0,1,                                        ,                                        ,                 H2O,1484964241,0.182,0.386,62.143,0,0.002,1.475,80.996,40.862,0.969,57.758,0.867,-0.331,0,0,0,49.188,1,1,2, DGK Test1,0
20,     P-168,   2017/01/20 19:07:52,           1-01,19,-20.729,-160.689,18836,0,1,                                        ,                                        ,                 H2O,1484964778,0.182,0.363,63.871,-0.001,0.002,1.512,82.109,41.764,1.003,60.253,0.869,0.055,0,0,0,49.25,1,1,2, DGK Test1,0
21,     P-168,   2017/01/20 19:16:53,           1-01,20,-20.69,-160.82,18846,0,1,                                        ,                                        ,                 H2O,1484965315,0.199,0.36,67.248,-0.001,0.001,1.591,82.352,41.518,1.007,60.142,0.873,-0.13,0,0,0,49.625,1,1,2, DGK Test1,0
22,     P-169,   2017/01/20 19:26:32,           1-02,1,-0.304,-10.355,19107,-1,1,                                        ,                                        ,                 H2O,1484965892,0.184,0.453,63.839,-0.001,-0.005,1.508,83.804,41.686,1.053,62.731,0.876,-0.341,0,0,0,49.688,1,2,2, DGK Test1,0
23,     P-169,   2017/01/20 19:35:28,           1-02,2,-0.055,-4.899,18676,-1,1,                                        ,                                        ,                 H2O,1484966429,0.2,0.607,64.314,-0.002,-0.01,1.517,81.573,40.903,1.034,61.11,0.876,-0.434,0,0,0,49.688,1,2,2, DGK Test1,0
24,     P-169,   2017/01/20 19:44:24,           1-02,3,0.004,-3.284,18778,-1,1,                                        ,                                        ,                 H2O,1484966965,0.193,0.545,61.257,-0.002,-0.01,1.45,82.178,40.546,1.049,62.729,0.875,-0.291,0,0,0,49.625,1,2,2, DGK Test1,0
25,     P-169,   2017/01/20 19:53:21,           1-02,4,0.027,-2.707,18743,0,1,                                        ,                                        ,                 H2O,1484967503,0.213,0.527,65.974,-0.002,-0.008,1.56,81.92,40.954,1.036,61.539,0.868,-0.441,0,0,0,49.625,1,2,2, DGK Test1,0
26,     P-169,   2017/01/20 20:02:17,           1-02,5,0.065,-2.138,18625,0,1,                                        ,                                        ,                 H2O,1484968039,0.198,0.505,62.98,-0.002,-0.008,1.492,81.36,40.753,1.018,60.655,0.869,-0.438,0,0,0,49.188,1,2,2, DGK Test1,0
27,     P-169,   2017/01/20 20:11:14,           1-02,6,0.108,-1.646,18620,0,1,                                        ,                                        ,                 H2O,1484968575,0.215,0.507,62.562,-0.001,-0.006,1.482,81.35,40.349,1.045,61.678,0.868,-0.307,0,0,0,49.125,1,2,2, DGK Test1,0
28,     P-169,   2017/01/20 20:20:10,           1-02,7,0.094,-1.478,18576,0,1,                                        ,                                        ,                 H2O,1484969112,0.205,0.528,63.022,-0.002,-0.009,1.502,80.998,40.157,1.063,62.503,0.868,-0.169,0,0,0,49.062,1,2,2, DGK Test1,0
29,     P-169,   2017/01/20 20:29:05,           1-02,8,0.135,-1.201,18679,0,1,                                        ,                                        ,                 H2O,1484969647,0.203,0.525,63.997,-0.001,-0.007,1.515,81.766,40.589,1.036,60.899,0.868,-0.521,0,0,0,49.062,1,2,2, DGK Test1,0
30,     P-169,   2017/01/20 20:38:01,           1-02,9,0.15,-1.05,18590,0,1,                                        ,                                        ,                 H2O,1484970183,0.199,0.466,59.99,-0.001,-0.005,1.42,81.25,40.532,1.006,60.551,0.868,-0.499,0,0,0,49,1,2,2, DGK Test1,0
31,     P-169,   2017/01/20 20:46:57,           1-02,10,0.155,-0.966,18567,0,1,                                        ,                                        ,                 H2O,1484970720,0.21,0.527,65.288,-0.002,-0.007,1.543,80.929,40.315,1.047,62.01,0.87,-0.153,0,0,0,49,1,2,2, DGK Test1,0
32,     P-169,   2017/01/20 20:55:55,           1-02,11,0.25,-0.943,18675,0,1,                                        ,                                        ,                 H2O,1484971258,0.205,0.523,60.787,-0.001,-0.006,1.437,82.278,40.279,1.023,59.776,0.868,-0.91,0,0,0,49,1,2,2, DGK Test1,0
33,     P-169,   2017/01/20 21:04:52,           1-02,12,0.244,-1.02,18580,0,1,                                        ,                                        ,                 H2O,1484971795,0.219,0.506,61.087,-0.001,-0.007,1.451,82.286,39.83,0.993,57.969,0.867,-1.431,0,0,0,49.062,1,2,2, DGK Test1,0
34,     P-169,   2017/01/20 21:13:49,           1-02,13,0.283,-1.003,18613,0,1,                                        ,                                        ,                 H2O,1484972332,0.207,0.484,64.772,-0.002,-0.006,1.536,82.597,40.246,0.978,56.395,0.868,-1.704,0,0,0,49.062,1,2,2, DGK Test1,0
35,     P-169,   2017/01/20 21:22:45,           1-02,14,0.299,-0.662,18631,0,1,                                        ,                                        ,                 H2O,1484972868,0.196,0.527,59.682,-0.001,-0.006,1.412,82.615,40.353,0.986,56.235,0.868,-1.638,0,0,0,49,1,2,2, DGK Test1,0
36,     P-169,   2017/01/20 21:31:41,           1-02,15,0.283,-0.707,18648,0,1,                                        ,                                        ,                 H2O,1484973405,0.201,0.427,58.756,0,-0.003,1.403,82.824,40.069,0.991,56.88,0.868,-1.775,0,0,0,49,1,2,2, DGK Test1,0
37,     P-169,   2017/01/20 21:40:36,           1-02,16,0.287,-0.739,18601,0,1,                                        ,                                        ,                 H2O,1484973941,0.222,0.442,63.648,-0.002,-0.004,1.509,82.651,39.719,0.995,57.211,0.868,-1.702,0,0,0,49,1,2,2, DGK Test1,0
38,     P-169,   2017/01/20 21:49:33,           1-02,17,0.331,-0.624,18905,0,1,                                        ,                                        ,                 H2O,1484974477,0.197,0.483,61.366,-0.001,-0.006,1.451,84.47,40.224,1.012,57.159,0.868,-1.953,0,0,0,49,1,2,2, DGK Test1,0
39,     P-169,   2017/01/20 21:58:29,           1-02,18,0.331,-0.625,18940,0,1,                                        ,                                        ,                 H2O,1484975014,0.203,0.483,63.971,-0.001,-0.005,1.51,84.646,40.711,1.005,55.921,0.866,-2.115,0,0,0,48.938,1,2,2, DGK Test1,0
40,     P-169,   2017/01/20 22:07:26,           1-02,19,0.336,-0.487,18672,0,1,                                        ,                                        ,                 H2O,1484975551,0.204,0.466,60.577,-0.001,-0.004,1.439,83.287,39.525,1.009,56.71,0.868,-1.908,0,0,0,49,1,2,2, DGK Test1,0
41,     P-169,   2017/01/20 22:16:24,           1-02,20,0.328,-0.48,18504,0,1,                                        ,                                        ,                 H2O,1484976089,0.185,0.421,62.598,-0.001,-0.005,1.485,82.322,39.714,0.985,55.192,0.867,-1.982,0,0,0,48.938,1,2,2, DGK Test1,0
42,     P-170,   2017/01/20 22:26:00,           1-03,1,-28.642,-221.406,22124,-1,1,                                        ,                                        ,                 H2O,1484976666,0.181,0.416,63.41,0,0.004,1.494,101.259,47.813,1.066,63.796,0.871,-1.674,0,0,0,49,1,3,2, DGK Test1,0
43,     P-170,   2017/01/20 22:34:57,           1-03,2,-29.108,-229.53,18574,-1,1,                                        ,                                        ,                 H2O,1484977203,0.185,0.638,63.587,0,0.013,1.505,82.456,40.836,0.926,51.36,0.866,-1.694,0,0,0,48.938,1,3,2, DGK Test1,0
44,     P-170,   2017/01/20 22:43:53,           1-03,3,-29.202,-231.3,18564,-1,1,                                        ,                                        ,                 H2O,1484977739,0.16,0.619,59.961,0,0.011,1.428,82.551,40.383,0.908,51.781,0.866,-1.678,0,0,0,48.938,1,3,2, DGK Test1,0
45,     P-170,   2017/01/20 22:52:50,           1-03,4,-29.286,-232.53,18444,0,1,                                        ,                                        ,                 H2O,1484978276,0.211,0.569,59.563,0.001,0.009,1.411,81.75,40.38,0.911,51.705,0.865,-1.533,0,0,0,48.938,1,3,2, DGK Test1,0
46,     P-170,   2017/01/20 23:01:47,           1-03,5,-29.336,-233.237,18471,0,1,                                        ,                                        ,                 H2O,1484978813,0.189,0.495,60.089,0,0.008,1.42,82.004,40.119,0.912,52.103,0.867,-1.631,0,0,0,48.938,1,3,2, DGK Test1,0
47,     P-170,   2017/01/20 23:10:44,           1-03,6,-29.359,-233.729,18962,0,1,                                        ,                                        ,                 H2O,1484979350,0.189,0.496,60.878,0,0.008,1.438,84.574,41.024,0.941,53.855,0.867,-1.547,0,0,0,49,1,3,2, DGK Test1,0
48,     P-170,   2017/01/20 23:19:39,           1-03,7,-29.347,-233.785,18369,0,1,                                        ,                                        ,                 H2O,1484979885,0.19,0.519,60.062,0,0.008,1.43,81.278,40.005,0.897,52.716,0.865,-1.375,0,0,0,49,1,3,2, DGK Test1,0
49,     P-170,   2017/01/20 23:28:35,           1-03,8,-29.362,-234.207,19056,0,1,                                        ,                                        ,                 H2O,1484980421,0.165,0.507,60.849,0,0.007,1.446,84.917,41.798,0.937,53.055,0.867,-1.606,0,0,0,48.938,1,3,2, DGK Test1,0
50,     P-170,   2017/01/20 23:37:31,           1-03,9,-29.367,-234.247,18712,0,1,                                        ,                                        ,                 H2O,1484980957,0.193,0.441,61.235,0,0.006,1.448,83.102,40.633,0.898,53.418,0.866,-1.429,0,0,0,48.938,1,3,2, DGK Test1,0
51,     P-170,   2017/01/20 23:46:27,           1-03,10,-29.423,-234.704,18490,0,1,                                        ,                                        ,                 H2O,1484981493,0.181,0.454,60.36,0,0.007,1.436,82.268,39.894,0.88,51.923,0.866,-1.727,0,0,0,49,1,3,2, DGK Test1,0
52,     P-170,   2017/01/20 23:55:23,           1-03,11,-29.445,-234.957,18521,0,1,                                        ,                                        ,                 H2O,1484982029,0.187,0.448,60.361,0,0.006,1.428,82.196,40.401,0.901,51.878,0.866,-1.529,0,0,0,48.938,1,3,2, DGK Test1,0
53,     P-170,   2017/01/21 00:04:20,           1-03,12,-29.457,-235.228,18107,0,1,                                        ,                                        ,                 H2O,1484982566,0.182,0.432,59.792,0,0.005,1.424,80.201,39.548,0.879,49.865,0.866,-1.768,0,0,0,48.938,1,3,2, DGK Test1,0
54,     P-170,   2017/01/21 00:13:17,           1-03,13,-29.461,-235.34,19246,0,1,                                        ,                                        ,                 H2O,1484983103,0.176,0.44,60.3,0,0.005,1.434,85.839,42.054,0.947,54.366,0.867,-1.579,0,0,0,49,1,3,2, DGK Test1,0
55,     P-170,   2017/01/21 00:22:13,           1-03,14,-29.515,-235.458,18570,0,1,                                        ,                                        ,                 H2O,1484983639,0.182,0.459,60.142,0,0.005,1.431,82.245,40.844,0.906,52.113,0.866,-1.444,0,0,0,49,1,3,2, DGK Test1,0
56,     P-170,   2017/01/21 00:31:10,           1-03,15,-29.458,-235.386,18597,0,1,                                        ,                                        ,                 H2O,1484984176,0.169,0.431,59.557,-0.001,0.006,1.419,82.603,40.531,0.93,52.131,0.866,-1.632,0,0,0,49,1,3,2, DGK Test1,0
57,     P-170,   2017/01/21 00:40:07,           1-03,16,-29.433,-235.443,18540,0,1,                                        ,                                        ,                 H2O,1484984713,0.196,0.429,60.06,0,0.005,1.431,82.189,40.996,0.919,50.756,0.866,-1.679,0,0,0,49,1,3,2, DGK Test1,0
58,     P-170,   2017/01/21 00:49:04,           1-03,17,-29.49,-235.435,18570,0,1,                                        ,                                        ,                 H2O,1484985250,0.194,0.425,59.666,0,0.005,1.416,82.282,40.769,0.901,51.918,0.865,-1.562,0,0,0,49,1,3,2, DGK Test1,0
59,     P-170,   2017/01/21 00:58:00,           1-03,18,-29.48,-235.679,18682,0,1,                                        ,                                        ,                 H2O,1484985786,0.184,0.442,59.809,0,0.005,1.425,83.109,40.552,0.932,52.454,0.866,-1.683,0,0,0,49,1,3,2, DGK Test1,0
60,     P-170,   2017/01/21 01:06:57,           1-03,19,-29.533,-235.443,18520,0,1,                                        ,                                        ,                 H2O,1484986323,0.194,0.412,59.153,0,0.004,1.409,82.298,38.568,0.924,56.287,0.866,-1.072,0,0,0,49,1,3,2, DGK Test1,0
61,     P-170,   2017/01/21 01:15:53,           1-03,20,-29.57,-235.578,18502,0,1,                                        ,                                        ,                 H2O,1484986859,0.205,0.417,59.506,0,0.005,1.408,82.458,37.479,0.943,57.903,0.867,-0.917,0,0,0,49,1,3,2, DGK Test1,0
62,     P-171,   2017/01/21 01:25:28,           1-08,1,-34.751,-278.58,22603,-1,1,                                        ,                                        ,                 H2O,1484987435,0.18,0.429,64.17,-0.001,0.006,1.503,104.385,45.114,1.13,72.008,0.871,-0.891,0,0,0,48.938,1,8,3, DGK Test1,0
63,     P-171,   2017/01/21 01:34:24,           1-08,2,-34.974,-281.763,19178,-1,1,                                        ,                                        ,                 H2O,1484987970,0.188,0.527,60.618,0,0.008,1.438,85.995,40.536,0.924,54.999,0.866,-1.477,0,0,0,48.938,1,8,3, DGK Test1,0
64,     P-171,   2017/01/21 01:43:20,           1-08,3,-35.018,-282.286,18426,-1,1,                                        ,                                        ,                 H2O,1484988506,0.202,0.474,60.361,-0.001,0.006,1.44,81.755,39.778,0.896,52.124,0.865,-1.42,0,0,0,49,1,8,3, DGK Test1,0
65,     P-171,   2017/01/21 01:52:17,           1-08,4,-35,-282.572,18626,0,1,                                        ,                                        ,                 H2O,1484989042,0.177,0.441,59.176,0,0.007,1.404,82.914,40.463,0.893,51.493,0.866,-1.519,0,0,0,48.938,1,8,3, DGK Test1,0
66,     P-171,   2017/01/21 02:01:13,           1-08,5,-35.048,-282.585,18590,0,1,                                        ,                                        ,                 H2O,1484989579,0.183,0.481,59.476,-0.001,0.008,1.41,82.782,39.407,0.888,53.499,0.866,-1.345,0,0,0,49,1,8,3, DGK Test1,0
67,     P-171,   2017/01/21 02:10:10,           1-08,6,-35.096,-282.652,18441,0,1,                                        ,                                        ,                 H2O,1484990116,0.179,0.46,58.719,0,0.008,1.398,82.178,37.448,0.926,56.884,0.867,-0.902,0,0,0,48.938,1,8,3, DGK Test1,0
68,     P-171,   2017/01/21 02:19:08,           1-08,7,-35.092,-282.657,18485,0,1,                                        ,                                        ,                 H2O,1484990654,0.172,0.44,58.261,0,0.006,1.388,82.402,37.115,0.931,58.187,0.867,-0.805,0,0,0,48.938,1,8,3, DGK Test1,0
69,     P-171,   2017/01/21 02:28:05,           1-08,8,-35.08,-282.681,18610,0,1,                                        ,                                        ,                 H2O,1484991190,0.186,0.421,58.057,0,0.005,1.378,82.954,37.47,0.973,58.87,0.865,-0.698,0,0,0,48.812,1,8,3, DGK Test1,0
70,     P-171,   2017/01/21 02:37:01,           1-08,9,-35.053,-282.892,18892,0,1,                                        ,                                        ,                 H2O,1484991727,0.17,0.423,57.132,-0.001,0.006,1.353,84.862,38.42,0.927,56.177,0.867,-1.312,0,0,0,47.75,1,8,3, DGK Test1,0
71,     P-171,   2017/01/21 02:45:57,           1-08,10,-35.129,-282.826,18427,0,1,                                        ,                                        ,                 H2O,1484992262,0.182,0.462,57.839,0,0.006,1.378,82.111,36.508,0.965,59.622,0.867,-0.62,0,0,0,45.875,1,8,3, DGK Test1,0
72,     P-172,   2017/01/21 02:55:33,           1-09,1,-35.035,-282.261,21707,-1,1,                                        ,                                        ,                 H2O,1484992839,0.172,0.398,61.165,0,0.006,1.438,99.588,42.655,1.15,70.718,0.869,-0.696,0,0,0,45.375,1,9,3, DGK Test1,0
73,     P-172,   2017/01/21 03:04:29,           1-09,2,-35.115,-283.128,18580,-1,1,                                        ,                                        ,                 H2O,1484993375,0.191,0.454,58.324,0,0.006,1.391,83.063,37.473,0.93,57.225,0.866,-1.059,0,0,0,45.125,1,9,3, DGK Test1,0
74,     P-172,   2017/01/21 03:13:26,           1-09,3,-35.129,-282.998,18664,-1,1,                                        ,                                        ,                 H2O,1484993912,0.174,0.479,58.015,0,0.006,1.375,83.22,37.841,0.942,58.442,0.867,-0.828,0,0,0,45.062,1,9,3, DGK Test1,0
75,     P-172,   2017/01/21 03:22:22,           1-09,4,-35.148,-283.117,18656,0,1,                                        ,                                        ,                 H2O,1484994447,0.198,0.431,58.602,0,0.006,1.388,83.281,37.254,0.955,59.4,0.867,-0.706,0,0,0,45,1,9,3, DGK Test1,0
76,     P-172,   2017/01/21 03:31:18,           1-09,5,-35.202,-283.166,18348,0,1,                                        ,                                        ,                 H2O,1484994984,0.174,0.417,57.942,0,0.005,1.381,81.764,35.894,0.979,60.135,0.867,-0.536,0,0,0,45.25,1,9,3, DGK Test1,0
77,     P-172,   2017/01/21 03:40:14,           1-09,6,-35.149,-283.301,18514,0,1,                                        ,                                        ,                 H2O,1484995520,0.174,0.422,56.74,0,0.005,1.355,82.59,37.096,0.945,58.361,0.866,-0.814,0,0,0,45.562,1,9,3, DGK Test1,0
78,     P-172,   2017/01/21 03:49:10,           1-09,7,-35.161,-283.232,18295,0,1,                                        ,                                        ,                 H2O,1484996056,0.174,0.411,58.253,0,0.005,1.386,81.452,36.548,0.922,57.907,0.868,-0.715,0,0,0,45.062,1,9,3, DGK Test1,0
79,     P-172,   2017/01/21 03:58:06,           1-09,8,-35.166,-283.284,18365,0,1,                                        ,                                        ,                 H2O,1484996592,0.177,0.35,56.264,0,0.004,1.341,81.747,36.734,0.932,58.263,0.868,-0.716,0,0,0,45,1,9,3, DGK Test1,0
80,     P-172,   2017/01/21 04:07:02,           1-09,9,-35.179,-283.402,18442,0,1,                                        ,                                        ,                 H2O,1484997128,0.194,0.426,58.433,0,0.005,1.391,82.109,36.887,0.946,58.819,0.868,-0.645,0,0,0,44.875,1,9,3, DGK Test1,0
81,     P-172,   2017/01/21 04:15:59,           1-09,10,-35.174,-283.378,18383,0,1,                                        ,                                        ,                 H2O,1484997665,0.19,0.403,56.276,0,0.005,1.343,81.96,36.583,0.939,58.14,0.866,-0.74,0,0,0,44.875,1,9,3, DGK Test1,0
82,     P-173,   2017/01/21 04:25:35,           1-10,1,-35.11,-283.18,20332,-1,1,                                        ,                                        ,                 H2O,1484998241,0.199,0.379,60.633,0,0.004,1.434,92.223,40.449,1.028,64.658,0.868,-0.859,0,0,0,44.875,1,10,3, DGK Test1,0
83,     P-173,   2017/01/21 04:34:31,           1-10,2,-35.161,-283.388,18513,-1,1,                                        ,                                        ,                 H2O,1484998776,0.199,0.41,57.226,0,0.004,1.358,82.599,37.01,0.93,58.444,0.866,-0.809,0,0,0,44.812,1,10,3, DGK Test1,0
84,     P-173,   2017/01/21 04:43:27,           1-10,3,-35.179,-283.354,19062,-1,1,                                        ,                                        ,                 H2O,1484999312,0.193,0.41,58.935,0,0.006,1.403,85.308,37.822,1.013,61.774,0.868,-0.586,0,0,0,44.812,1,10,3, DGK Test1,0
85,     P-173,   2017/01/21 04:52:23,           1-10,4,-35.183,-283.476,18565,0,1,                                        ,                                        ,                 H2O,1484999849,0.186,0.376,56.849,0,0.005,1.349,82.824,36.964,0.96,59.198,0.866,-0.751,0,0,0,44.75,1,10,3, DGK Test1,0
86,     P-173,   2017/01/21 05:01:20,           1-10,5,-35.169,-283.451,18640,0,1,                                        ,                                        ,                 H2O,1485000385,0.187,0.395,58.757,0,0.004,1.4,83.308,36.852,0.944,59.735,0.867,-0.735,0,0,0,44.812,1,10,3, DGK Test1,0
87,     P-173,   2017/01/21 05:10:15,           1-10,6,-35.181,-283.499,18570,0,1,                                        ,                                        ,                 H2O,1485000921,0.181,0.386,56.636,0,0.005,1.344,83.195,36.593,0.932,58.488,0.866,-1.003,0,0,0,44.75,1,10,3, DGK Test1,0
88,     P-173,   2017/01/21 05:19:11,           1-10,7,-35.18,-283.469,18498,0,1,                                        ,                                        ,                 H2O,1485001457,0.191,0.419,57.873,0,0.004,1.38,82.512,36.826,0.978,58.682,0.866,-0.785,0,0,0,44.688,1,10,3, DGK Test1,0
89,     P-173,   2017/01/21 05:28:09,           1-10,8,-35.171,-283.544,18491,0,1,                                        ,                                        ,                 H2O,1485001994,0.175,0.399,57.231,0,0.005,1.365,82.355,36.901,0.964,59.174,0.867,-0.624,0,0,0,44.688,1,10,3, DGK Test1,0
90,     P-173,   2017/01/21 05:37:05,           1-10,9,-35.163,-283.562,18499,0,1,                                        ,                                        ,                 H2O,1485002530,0.174,0.378,56.959,-0.001,0.004,1.359,82.52,36.861,0.952,58.716,0.867,-0.715,0,0,0,44.75,1,10,3, DGK Test1,0
91,     P-173,   2017/01/21 05:46:01,           1-10,10,-35.169,-283.619,18450,0,1,                                        ,                                        ,                 H2O,1485003067,0.193,0.442,56.471,0,0.006,1.348,82.256,37.048,0.945,57.666,0.866,-0.896,0,0,0,44.688,1,10,3, DGK Test1,0
92,     P-174,   2017/01/21 05:55:37,           1-11,1,-17.255,-136.89,20234,-1,1,                                        ,                                        ,                 H2O,1485003643,0.199,0.353,59.48,-0.001,0,1.408,95.556,39.751,1.086,67.023,0.868,-0.835,0,0,0,44.75,1,11,3, DGK Test1,0
93,     P-174,   2017/01/21 06:04:33,           1-11,2,-17.107,-132.03,18668,-1,1,                                        ,                                        ,                 H2O,1485004179,0.175,0.426,57.488,-0.001,-0.005,1.371,87.152,36.613,1.022,61.656,0.867,-0.891,0,0,0,44.688,1,11,3, DGK Test1,0
94,     P-174,   2017/01/21 06:13:30,           1-11,3,-17.025,-130.613,18666,-1,1,                                        ,                                        ,                 H2O,1485004716,0.212,0.439,57.647,-0.001,-0.005,1.374,87.251,36.49,0.996,61.271,0.868,-0.977,0,0,0,44.562,1,11,3, DGK Test1,0
95,     P-174,   2017/01/21 06:22:27,           1-11,4,-16.973,-129.787,18534,0,1,                                        ,                                        ,                 H2O,1485005252,0.199,0.471,57.267,-0.002,-0.004,1.364,86.415,36.285,1.014,61.248,0.867,-0.96,0,0,0,44.5,1,11,3, DGK Test1,0
96,     P-174,   2017/01/21 06:31:23,           1-11,5,-16.947,-129.486,18490,0,1,                                        ,                                        ,                 H2O,1485005788,0.185,0.418,55.934,-0.001,-0.003,1.333,86.136,36.576,0.991,60.441,0.867,-1.008,0,0,0,44.562,1,11,3, DGK Test1,0
97,     P-174,   2017/01/21 06:40:19,           1-11,6,-16.913,-129.037,18481,0,1,                                        ,                                        ,                 H2O,1485006325,0.194,0.402,58.072,-0.001,-0.004,1.377,86.145,36.025,1.001,61.713,0.867,-0.91,0,0,0,44.562,1,11,3, DGK Test1,0
